review,sentiment
"my kid makes better videos than this! i feel ripped off of the 4.00 spent renting this thing! there is no date on the video case, apparently designed by wellspring and, what's even worse, there's no production date for the original film listed anywhere in the movie! the only date given is 2002, leading an unsuspecting renter to believe he's getting a recent film.this movie was so bad from a standpoint of being outdated and irrelevant for any time period but precisely when it was made, that i'm amazed that anyone would take the time and expense to market it as a video. it might be of interest to students studying the counter culture of the 1960's, the anti war, anti establishment, tune in, turn on and drop out culture but when you read the back of the video case, there's no hint that that is what you're getting. if you do make the mistake of renting it though, it is probably best viewed while on drugs, so that your mind will more closely match the wavelength of the minds of the directors, fassbinder and fengler. regardless of your state of mind while watching it, i can tell you that it doesn't get any better after the first scene so, knowing that, i'm sure you'll be fast asleep long before the end.",negative
"this very peculiar setting of wagner's last opera definitely grew on me. when i first saw it, i was somewhat annoyed by many of the films surrealistic images, and felt that far too much was superimposed upon the story. however, if you can put up with a fair amount of rather recherche gimmicks, i think you will find that the film does manage to capture the very strange, other worldly atmosphere of the opera, and that there are moments which are particularly fine.personally, i never really understood the role of kundry until i saw how edith clever portrayed her. her performance a lip synchronized mime of the singing voice of yvonne minton is nothing short of dazzling, from end to end, and alone justifies the hours it takes to absorb the film.another reason to delight in this film is that it captures the spectacular interpretation of robert lloyd of the crucial role of gurnemanz, one which lloyd has performed to a crisp at opera houses throughout the world. i have been privileged to enjoy him in the role of gurnemanz on the stage of the metropolitan opera several times, and the lusciousness of his voice, and the warm, fatherliness of his interpretation of this noble character really needed to be preserved, as did his performance in the character's two major monologues, the karfreitag scene and the recounting of the prophecy in act 1.the version i have seen was a videotape made for america, and so there were subtitles which, alas, could not be done away with. this is especially unfortunate because the translation used is very inaccurate and forces an extremely christian interpretation on a film which is already forcing layers of interpretation on the opera. this seemed to me to be quite contrary both to wagner's clear avoidance of christianity, and his very deliberate attempt to generalize the christian elements of the story. see footnote with spoiler at the end of this review. i find it nearly impossible, when viewing a film with subtitles, to keep from absorbing them, and strongly recommend that, if in the dvd versions you have the ability to turn the subtitles off, you do so, and instead, if the opera is unfamiliar to you, that you read the libretto carefully beforehand.the bottom line is that there is much in the film which i dislike, and would just as soon have seen done differently...but it has risen steadily in my estimation over the years since i first saw it, and i find myself drawn to enjoy it again and again.__________________________________________________________________footnote containing a spoiler a good example would be kundry's famous line, i saw him...him...and laughed. this gets translated, in the subtitles, for reasons which escape me, as i saw the savior's face. it is especially irritating to me, because throughout the libretto, wagner very deliberately and carefully refers to this unseen character who need not be the biblical jesus as der heiland, i.e., the german for the healer a reference to the wound of amfortas, and to all wounds and maladies and the need for healing.",positive
"well how was i suppose to know this was the dumb ass promotional lordi motion picture ? i mean, i realized this when that dinosaur costume showed up and by the time the lead singer made his appearance i was humming hard rock hallelujah to myself... even though i hate that song. dark floors is about a young autistic girl who is in the process of being sneaked out of the hospital by her over protective father when they, and the rest of the people in that particular elevator, become momentarily trapped... when they arrive at their floor it comes as quite a surprise to find that there is nobody else around. the hospital is empty... except for a variety of monsters that seem to be stalking them for no apparent reason... they run through the hallways and stairwells, encountering all of the band members of the heavy metal band in their outlandish, shock rock costumes... nothing really memorable here, except the lousy acting, lack of gore nudity, and the utterly shameless promotional edge, reminding me very much of kiss meet the phantom of the park . yeah, remember that dud? wish i didn't... i would just recommend avoiding all of these ghost house films like a fungus and not listen to lordi since they are a gwar ripoff band!",negative
"discovering something, the journey is so much more fun, so much more surreal and so much more emotionally galvanizing than when you finally arrive at the destination. falling in love is perhaps one of the most opulent feelings in the world. you feel energized, invigorated and alive. you simply want to be around that person every second of the day and the very sound of their voice gets you excited and sometimes aroused. love, and all the physical and emotional side effects that comes with it, is pure bliss. where it goes from here is anyone's guess, but when you first begin your journey together, nothing can compare to it.diane lane and richard gere play adrienne willis and dr. paul flanner, two emotionally scarred middle aged individuals. in this film, they are about to embark on that mystical journey together, where love, and the discovery of the emotions along the way, will help save them.lane is dealing with the typical jerk of an ex husband who still loves her, but in her eyes, only because the woman he cheated with no longer wants him. as hurt as she was by him, as much as she really dislikes him, there is a part of her that is actually considering taking him back. why you might ask? because in life, and love, sometimes comfort supersedes intelligence. yes, this man cheated on her but she has kids with him, she built a life with him and there is obviously still a connection with him.richard gere plays a recently divorced husband and estranged father. he also just lost a patient as she reacted negatively to the anesthetic. he is now being sued by her family and he is guilt ridden but hardened about the issue. this is what brings him to rodanthe in the first place. although his lawyer told him not to, he felt compelled to visit the woman's husband in rodanthe. he stays at the inn that adrienne is taking care of. soon, they find comfort in each other's arms and discover that they too can have a second chance in life.by now this sounds like a simple idea for a film, and although it might be something you've seen or read about before, gere and lane simply own the film. diane lane lights the screen up with her smile. her eyes twinkle in the dark and the life she brings to the character is one worth watching. gere's character is a little different. he is more hardened and bitter. it takes adrienne's pain and her passion to bring him out of his shell. he blames quietly himself for his strained relationship with his son and her secretly blames himself for the death of the patient. on the outside he tells anyone who will listen that it is not his fault, and that she was a 1 in 50,000 casualty. but deep down, it eats away at him. they find each other at a time when both need someone to listen.gere and lane have been in film together before but this is the first time they play lovers. they were married in unfaithful but here they play lovers finding each other when the people in their lives have abandoned them. they have a spark and a real chemistry. i would love to see more films with them together. in fact, i'd love to see more films with diane lane but that's a story for another time.nights in rodanthe is a very passionate and romantic film about two lost souls who save each other. they both become better people, they both become stronger people. i enjoyed it immensely and would recommend it to anyone, not just couples. this is a film about redemption, absolution, and second chances.it will also ask you to bring some hankies.8 10",positive
"the first question is how many talentless idiots it takes to screw a movie up? answer one is more than enough, if he writes the screenplay and directs it. the second question is did anyone teach the actors to handle guns properly? answer hell no. i wonder if kristy swanson got hit across the face with hot brass because it damn seemed so! the third question is how many times we did the super secret government agency conspiracy gets uncovered from inside plot? answer a good couple too many! the fourth question is are michael madsen and ron perlman overrated? answer in this movie, sadly, yes. the fifth question is can a pair of boobs save this movie? answer even three kristy swanson's pair and the director writer didn't.god... if i see the most probably assassin getting her guns ready for a hit, and then the morons from prop department give her a completely different set the first bloody thing in the goddamn movie, the suck meter hits the peak. time from beginning of the movie to me switching the tv off fifteen minutes. just a little bit more than it took me in case of alone in the dark .",negative
"when thinking of the revelation that the main character in bubble comes to at films end, i am reminded of last years machinist with christian bale. the only difference between the two films is the literal physical weight of the characters.an understated, yet entirely realistic portrayal of small town life. the title is cause for contemplation. perhaps, we, the audience are the ones in the bubble as we are given no payoffs in the films slim 90 minute running time. audience reactions were often smug and judgmental, clearly indicating how detached people can be from seeing any thread of humanity in characters so foreign to themselves. these characters are the ones people refer to as those that put george w. back in office for a second term.it's sobering to consider how reality television has spoiled our sense of reality when watching an audience jump to their feet for the exit as soon as the credits role. this film has it's merits, and is deserving of consideration for the things it doesn't say outright.",negative
"although it isn't mentioned very often, don't look in the basement is a very interesting film and is definitely worth a watch. the story follows a young nurse, charlotte beale, who is hired at stephen's sanitarium to replace dr. stephens, after he is murdered by a patient. many patients begin to torment miss beale, and her boss, dr. geraldine masters, acts as if she's hiding something...this movie has many appealing characters that you actually end up caring about, and have sympathy for during the climax, which doesn't happen very often in horror films. the musical score is great and is reminiscent of dark shadows, the performance from rosie holotik, rhea mcadams, and bill mcghee are all great, the story is very intriguing with a great twist ending. this movie has a campy atmosphere around it that no other film i have ever seen has been able to capture. many horror fans have never seen or even heard of this film which is really unfortunate because it could have been a horror classic. don't look in the basement is definitely worth watching for all fans of 1970s drive in films.",positive
"this film doesn't have a very clear picture of what it is or wants to be. there are some good bits when stewart is on screen and they give him some lines to work with. it works best early on as romantic comedy, but the story keeps heading for more dramatic territory and gets itself lost in the process. by the last fifteen minutes or so, the plot twists are just a series dramatic cliche s. the part with the airplane feels like some leftover footage from another film spliced in.the main reason i can think of to watch it is if you want be able to say you've seen all of jimmy stewart's films.",negative
"i only came here to check terror hospital for an alternate title so i'd know what not to pick up. not only do i get the original title, but i come to find terror hospital is one of seven more aliases.this one is a real clunker. movies like this can usually be forgiven for any number of reasons, mostly unintended consequences of the feature on every level of production that result in at least a mild form of entertainment, mostly amusement. this has none of that. instead, the viewer is witness to redundantly unnecessary and way too convenient for the situation exposition and drawn out scenes of characters warily moving from room to room, and all this is half of the film. forget trying to figure out where anybody is or who they are during darkened or nighttime scenes, too you probably won't care, anyway. there is also a random car chase sequence that seems quite dull when compared to some of the old driver's ed movies i slep... er, i mean sat through and watched way back in high school. really, we're talking about mysticism, possession, and a killer on the loose here not a bad recipe for trash cinema. unfortunately, there's nothing here to make it even good trash when joined to the aforementioned, the bad acting and not so special effects are just that bad acting and not so special effects. this one's just trash, pure and simple. leave it on the rack at the pawn shop or in that box at the yard sale. there's a reason its there...",negative
"raising victor vargas is just a bad film. no amount of denial or ad dollar supported publicity with change this sad fact.maybe peter sollett saw he didn't have the money to do the movie he wanted to make and decided to take the easy way out by making a bad film that cynically apes the tenets of current edgy film making . maybe he just doesn't know any better. it's hard to tell.what's not hard to tell is the result. except for a few viewers who will intellectualize the bad film making into an attempt at pseudo realism, few will enjoy it.i know i didn't.do yourselves a favor and pass on this film.",negative
"this was one of my favorite series when i was a kid. the swedish broadcasting company decided to broadcast it once again a couple of summers ago when i had just finished my first semester of medical school. i was surprised to see the depth in which the organs was explained. sure, some things are simplified but most of it was correct even though it was made 22 years ago! and quite understandable. i would suggest that all soon to be medical student should watch it. it is a very good way to learn some of the basic medical words for example. now i'm in my 7th semester and i think i'll watch the series once again as soon as i've bought the dvd box",positive
"warning! mild spoilers ahead! yes, i realize it's tough to spoil an historical documentary, but i do reveal some of the backstory and methods. this is an exceptional documentary not just because of the remarkable footage, but also due to the story behind it. because the naudets did not set out to tell the story of 9 11, but rather that of a rookie firefighter, the men's emotions and the viewer's connection with them are more real and powerful than they would be in a standard retrospective. in a filmmaking sense, 9 11 is textbook. if the events were an actual script, they would be superb, as the characters are established, then thrown a curve to which they must react. this is all the more amazing considering the pain and emotion of the raw footage that the directors had to wade through to piece this story together. the first portion of the film provides a glimpse of life inside a fire station specifically, how a rookie assimilates himself into a crew of veterans. that part alone is quite good, and had the documentary been allowed to run its intended course, it probably would have been solid. the brothers appear to realistically portray the process of becoming a nyc firefighter. then of course, all hell breaks loose. the chaos following the wtc attacks is vividly seen, as various characters that we have gotten to know are thrust into terrifying situations. seeing not only the attacks, but also the first hand reactions is a very moving picture of extreme human emotion. the aftermath, in which firefighters are discovered to be lost and found, is human drama at its peak. life and death hang in the balance. unlike many movies, the viewer not only doesn't know who will live and die, but genuinely cares about them. the only negative thing i have to say about this is that the robert deniro whom i like blurbs were uninformative, unnecessary, and didn't advance the story at all. they were probably added just to attract more television viewers.bottom line the best documentary i've ever seen. nonpareil portrayals of raw human emotion and drama. 9.5 out of 10.",positive
"currently, this film is listed on imdb as the 42nd worst film ever made which is exactly why i rented it from netflix. however, i am saddened to report that the film, while bad, is no where near bad enough to merit being in the bottom 100 films ever made list. i have personally seen at least 100 films worse than this one. hardly a glowing endorsement, but it just didn't meet the expected level of awfulness to be included on this infamous list.the film begin with stewart moss and marianne mcandrew on their belated honeymoon by the way, they are married in real life as well . he's a doctor who is obsessed with bats and insists they go to a nearby cave. once there, they behave very, very, very stupidly hallmark of a bad film and are soon bitten by a bat. according to this film, bats love to attack people and there are vampire bats in the us both of which are not true at all.oddly, after being bitten, the man doesn't even bother going to the hospital!! the first thing on anyone's mind especially a doctor is to get medical help immediately, but not this boob. soon, he's having seizures yet he still isn't interested in seeking help! again and again you keep thinking that this must be the stupidest couple in film history!! after a while, he eventually goes to see a doctor and is sent to the hospital. but, by then it's too late and his attacks become more violent and he begins killing people to suck their blood. when it's totally obvious to everyone that the man is a crazed killing machine, the wife who, like her husband, has a grapefruit for a brain refuses to believe he's dangerous even after he attacks people, steals an ambulance and runs a police car off the road!! now most of the time moss is going through these episodes, his eyes roll back and he looks like a normal person. oddly, however, a couple times he develops bat like hands and towards the end they used some nice prosthetics on him to make him look quite bat like. had this been really cheesy, the film would have merited a 1.in the very end, in a twist that hardly made any sense at all, the wife inexplicably turned into a crazed bat lady and had a swarm of bats kill the evil sheriff. how all this was arranged was a mystery as was moss' and mcandrew's belief that this film would somehow help their careers though they both have had reasonably long careers on tv playing bit roles since 1974.overall, very dumb. the plot is silly and makes no sense and strongly relies on people acting way too dumb to be real. not a good film at all, but not among the worst films of all time either.note for some reason, imdb shows the graphic for the three dvd set for it's alive and it's two sequels of the web page for the bat people. while the bat people has been seen with the title it's alive , the two movies are not at all related. it's easy to understand the mistake especially since they both came out in 1974, but the movie i just reviewed starred stewart moss and marianne mcandrew and the other film starred john ryan and sharon farrell.",negative
"sydney lumet, although one of the oldest active directors, still got game! a few years ago he shot find me guilty , a proof to everyone that vin diesel can actually act, if he gets the opportunity and the right director. if he had retired after this movie a true masterpiece in my eyes , no one could have blamed him. but he's still going strong, his next movie already announced for 2009.but let's stay with this movie right here. the cast list is incredible, their performance top notch. the little nuances in their performances, the real dialogue and or situations that evolve throughout the movie are just amazing. the time structure of the movie, that keeps your toes the whole time, blending time lines so seamlessly, that the editing seems natural flawless. the story is heightened by that, although even in a normal time structure, it would've been at least a good movie drama thriller . i can only highly recommend it, the rest is up to you! o",positive
"in all honesty, this series is as much a classic as television goes as the original poem is to the world's literature. far from being crassly exploitative, it is a beautiful and respectful rendering of one of the western culture's defining texts.i was moved by the plight of odysseus and his followers touched by the drama of the fall of troy which was felt but not seen intrigued by the way the gods played with the fate of mortals. it should be mentioned that the gods appearing here are not ridiculous cgi creatures flitting around on their ankle wings, or poorly cast fashion models in bikinis. as in homer's work, they act through mortal agents or, rarely, are represented by classical statuary .it's a pity it's not available in dvd, especially given the vastly inferior and cheesy adaptations of the odyssey that one can find in video stores.",positive
"my choice for greatest movie ever used to be laughton's night of the hunter which remains superb in my canon. but, it may have been supplanted by shower which is the most artistically daoist movie i have seen. the way that caring for others is represented by the flowing of water, and the way that water can be made inspiration, and comfort, and cleansing, and etc. is the essence of the dao. it is possible to argue that the the nofth and shower themes are similar, and that lillian gish in the former represents the purest form of christianity as the operators of the bathhouse represent the purest form of daoism. i would not in any way argue against such an interpretation. both movies are visual joys in their integration of idea and image. yet, shower presents such an unstylized view of the sacredness of everyday life that i give it the nod. i revere both.",positive
"at the time that this movie was made most housewives knew exactly who barbara stanwick was parodying.today only some women over 50 probably remember gladys taber,whose column butternut wisdom ran in family circle magazine from before world war ii until the 1970's.she lived on stillmeadow farm in conecticut,and her columns were collected into a number of books,stillmeadow seasons, stillmeadow daybook, etc. the lines that barbara stanwick recites as she types them for her column are quite typical of the ones that began a typical gladys taber column.besides cooking and country living,she got rather nostalgic and philosophical at times.she talked a lot about her favorite dogs, mostly cocker spaniels.you might say that martha stewart is the gladys tabor of today.christmas is connecticut may not be any cinematic masterpiece,but it is pleasant,lighthearted entertainment,soothing to the stressed out mind,and that is good enough",positive
"when viewing a movie as silly as 'hot rod,' one must sit back, relax, and alter one's intellectual capacity to a like state which is, in this case, a state dimwitted enough to endure brainless drivel that has somehow been mistaken for comedy. with a brief runtime of 88 minutes, this film was long past drawn out and buried itself beneath a bundle of repetitive jokes jokes that came at a minority and weren't even funny in the first place. 'hot rod''s base material is as superficial and irrelevant as 2004's cult hit 'napoleon dynamite,' though it's much more contrived and comes without any of the laughter. in fact, the movie's blatant desperation to be compared to 'napoleon dynamite' is scornful and offensive, and left me ticked off, instead of just being annoyed.the movie, if one were compelled enough to call it such, poses a paltry story that puts self proclaimed stuntman rod kimble before us, with the trifling intention of jumping fifteen buses one more than his idol evel knievel jumped, so we're told by rod and raising 50,000 dollars for his stepfather's impending life saving heart operation all so that he can fight his stepfather, once recovered, and gain his respect because in order to gain one's respect, one must first fight them. huh? whatever. each character is no more interesting than rod's stick on mustache, and from the film's opening joke to its ridiculous conclusion, each scene played like a nonsensical, and terribly unfunny, snl skit which, with the addition of an extra 85 minutes, is, essentially, what 'hot rod' strives to be.the film's star, andy samberg, contributed an effort to the screen that observably exerted every last drip drop of his comedic capabilities. unfortunately rather, realistically his humorous talents are no more admirable than a five year old retelling his own exhausted joke that somewhere includes the innocently crude poop and pee pee gags. and if that's disappointing, pull a chair, hide your face in your hands, and brace yourself for the real blow he is the film's humor! to rescue them of their mortification, i'll willingly omit the ghastliness of samberg's co stars' roles and leave the second third of the lonely island team, director akiva schaffer, to his non existent talent as a director or a comedian. basically, every thing one could possibly do to further trample a crash course comedy is perfectly portrayed here and done so arrogantly, as though the film would be funnier that way. trick yourself into believing that there's even a single laugh in this heap, or treat yourself to another movie any other movie.",negative
"i don't know what the makers of this film were trying to either accomplish or say, but they badly failed at whatever it was. unless of course the object was to totally confuse the viewer. i watched this movie simply because drew barrymore was in it, and it turned out that she had a smaller than small cameo in it. the whole idea of having this kid go on some wild car trip to win a big money prize from a gas station game and meet up with all sorts of wackos is utterly ridiculous.",negative
"if my memory is correct, when this movie was released it came across as something of a comedy a funny look at the adult entertainment industry. if that's what it's supposed to be, it doesn't really work. it just isn't that funny. setting that rather significant since this is called a comedy! failure aside, since i have no personal knowledge of the subject matter, i'll avoid comment about the authenticity of the story which deals with the goings on behind the scenes in a toronto massage parlour, except to say that if this is true the life is pretty dull. for over an hour, this movie really doesn't give us much of anything except some background knowledge of the main characters. conrad is the newly hired manager of the massage parlour whose basic job apparently is to make sure the girls aren't giving full service a euphemism for actual sex. as for the girls themselves, betty's goal is to buy a parlour of her own so that she can run her own business, cindy is an illegal immigrant to canada working to support her family back home and leah is well, leah is a somewhat strange, undefined character with a nipple fetish true who seems to be in the business because well, because she's in it! i have no idea what her character was about. those three may well fairly reasonable composite characters who accurately represent the motivations of the women who get involved in this business.the movie meanders about and doesn't offer much until the twist reveals conrad to be the bad guy. we should have gotten to that point sooner. the only thing truly interesting here was that part of the story conrad's secret plan and the revenge plotted against him by the girls. that plan for revenge was pretty good, and you're grateful when it comes out because basically up to that point you're wondering why you wasted your time with this. had the story been more focused on the revenge, this might have actually been a fairly funny movie.the performances from the 4 leads were all ok, although i didn't think anyone came across as outstanding. all four characters were a bit shallow. cindy was a sympathetic character, and so was conrad for a while, although he turns out to be the bad guy of the movie. given the subject matter, there's surprisingly little nudity and what there is is restricted to one scene. in fact, there even a certain air of innocence around a lot of this. as for the overall quality of the movie, it's a low budget effort, which shows, although you expect a certain griminess, i suppose, of a movie set in the context of a body rub parlour, so that's forgivable. it certainly says something, though, that this was released 8 years ago now and is still the only credit on writer director soo lyu's resume and given the normal lack of depth in the canadian film industry that it wasn't even deemed worthy of being nominated for any genie awards the canadian version of the oscars. 4 10 and i'm being a bit generous with that.",negative
"the idea of making a film about the beatles sounds doomed idea, as no production can catch the idea of the actual historic beatles. then it is perhaps best not to try to recreate the past, but to produce an illustration that works best with the other available beatles material. this is exactly what 'birth of the beatles' offers to us, the simple story known to us without any extravaganza. spoilers here on be warned that not everything is that accurate as some beatles graduates might expect. the beatles are seen performing songs that hardly were even composed by that time. the beatles perform ask me why , p.s. i love you and even don't bother me . the beatles graduates should see that if the beatles on the film only performed songs that they actually did at hamburg, the younger viewers might not anymore recognize the beatles they have learned to know them. of that original hamburg repertoire only johnny b. goode and stu sutcliffe's love me tender are retained.the guys who play the beatles in this production scarcely look like the originals, but the rest of the film still make good viewing as the film is for the rest fairly accurate. the guy who plays lennon does it good and the rest of the band are not bad either. brian epstein is great and the moment when he sacks pete best from the group is probably the most memorable scene in the whole film. also as a bonus you get to see the original cavern club in the film.",positive
"i first viewed this film shortly after it was put out on video in 1995, i dismissed it offhand, saying that julie was no daniel, never really giving it a chance and saying it was horrid.but here it is, 5 years later, its on disney and im watching it again. and i'm finding that it isnt as bad as i made it out to be. miyagi is still miyagi, just as kool as ever, the musical score is still there pleasant as ever. and swank's character isnt that bad, her acting is pretty good considering the script. it beats the third installment by a wide margin. so, my original rating of 4 has been raised to 7.",positive
"that is the answer. the question is what is the single reason to watch this movie? i loved her in my name is julia ross. that is one of the best films noir of all time. noir or whatever one may call it, it's a very unsettling movie.she is fun in one of the worst major studio releases of all time, too. that would be the guilt of janet ames. this one has a spooky, promising title. it has a good cast. it has a fine director. i was expecting something dark. maybe something a little tawdry. instead, it's an uninspired, routine espionage movie. it's pretty much is a total bore. at least it was to me. ms. foch is captivating. and that is about it.",negative
"it should be against the law not to experience this extremely funny stand up show with eddie murphy. i have never seen anything like it.murphy goes on for almost 70 minutes about dicks, pussy, tits and insaults so many famous people including his own family . among the people who gets it by murphy are elvis, mr.t, michael jackson, stevie wonder, mick jagger, luther vandross and james brown. i have seriously never laughed so hard of anything my entire life. i mean, when a person doesn't know who mr. t is, but still laughs so hard of murphy as mr. t, there's something about it. at the time i saw the show i couldn't remember who mr t. was but still laughed. now i know who he is and that just makes it so much more funny. because that's what eddie do he can make those impressions so good that it don't matter who the hell he's trying to do, it's still hilarious. and on top of that, we learn that murphy actually is a very good singer. please watch it..",positive
"i am always wary of taking too instant a dislike to a film. look at it a month later and you might see it differently, or dig it up after 50 years in a different continent and some cult followers find something stylistically remarkable that went unnoticed at first. after sitting through the great ecstasy of robert carmichael at its uk premiere, it came as no surprise to me that i found the question and answer session afterwards more interesting than the film itself. shane danielsen artistic director of the edinburgh international film festival , aided by the film's director and producer, gave a spirited defence of a movie than received an overall negative response from the audience. edinburgh festival audiences are not easily shocked. only one person walked out in disgust. the criticisms of the film included very articulate and constructive ones from the lay public as well as an actor and a woman who teaches m.a. film directors. this was not an overly 'shocking' film. there was a degree of uninterrupted sexual violence, but far less extreme than many movies most actual weapon contact was obscured, as were aroused genitals . the audience disliked it because they had sat through two hours that were quite boring, where the acting standards were not high, where the plot was poor, predictable and drawn out, and where they had been subjected to clumsy and pretentious film making on the promise of a controversial movie. metaphors to the war in iraq are contrived, over emphasised and sloppy apart from a general allusion to violence, any deeper meaning is unclear and the 'fig leaf' reference marquis de sade, as one audience member put it, seems a mere tokenistic excuse for lack of plot development towards the finale.we have the story of an adolescent who has a certain amount going for him he stands out at school for his musical ability but takes drugs and hangs out with youths who have little or nothing going for them and whose criminal activities extend to rape and violence. when pushed, robert seems to have a lot of violence locked inside him.the film is not entirely without merit. the audience is left to decide how robert got that way was it the influence of his peers? why did all the good influences and concern from parents and teachers not manage to include him in a better approach to life? cinematically, there is a carefully montaged scene where he hangs back whether through too much drugs, shyness, a latent sense of morality or just waiting his turn? . several of his friends are raping a woman in a back room, partly glimpsed and framed in the centre of the screen. in the foreground of the bare bones flat, a dj is more concerned that the girl's screams interrupt his happy house music than with any thought for the woman. ultimately he is a bit annoyed if their activities attract police attention. the stark juxtaposition of serious headphones enjoyment of his music even when he knows a rape is going on points up his utter disdain in a deeply unsettling way. robert slumps with his back to us in the foreground.but the rest of the film, including its supposedly controversial climax involving considerable if not overly realistic sexual violence, is not up to this standard. some people have had a strong reaction to it the filmmakers' stated intention if they vomit, we have succeeded in producing a reaction but mostly and as far as i can tell the edinburgh reaction seems to mirror reports from cannes they feel, why have programmers subjected us to such inferior quality film making? director clay hugh can talk the talk but has not developed artistic vision. his replies about holding up a mirror to life to tell the truth about things that are swept under the carpet, even his defence that there is little plot development because he didn't want to do a standard hollywood movie all are good answers to criticisms, but unfortunately they do not apply to his film, any more than they do to holding up a mirror while someone defecates, or wastes film while playing ineptly with symbols. wanting to try and give him the benefit of any lingering doubt, i spoke to him for a few minutes after the screening, but i found him as distasteful as his movie and soon moved to the bar to wash my mouth out with something more substantial. there are many truths. one aspect of art is to educate, another to entertain, another to inspire. i had asked him if he had any social or political agenda and he mentions ken loach one of the many great names he takes in vain without going so far as to admit any agenda himself. he then falls back on his mantra about his job being to tell the truth. i am left with the feeling that this was an overambitious project for a new director, or else a disingenuous attempt to put himself on the map by courting publicity for second rate workandy warhol could paint a tin of soup and it was art. clay hugh would like to emulate the great directors that have made controversial cinema and pushed boundaries. sadly, his ability at the moment only extends to making high sounding excuses for a publicity seeking film.",negative
"i had heard good things about this film and was, you guessed it, a bit disappointed. reese witherspoon is as promised surprisingly good, surprisingly confident, at a young age really all the small cast are quite solid, in their simple 50s american setting. the reason i didn't rate this film higher is mainly that towards the end, the grief shown by the older sister didn't seem so real and this pulled me out of the film a bit. perhaps we are expected to fill in the plot, or perhaps the film needed to be a bit longer. maureen's character is quite underdeveloped i think. it is understandable that dani reese w., the younger would be traumatised and angry, but why is her sister shown to be more upset? because she's a few years older? hasn't the end rather undermined the rest of the film? the pacing of the movie makes it seem that maureen and court have only just met, when he gets tractored warning this scene is surprisingly brutal, in retrospect it seems like it might have been trying to shock a bit. well it works! . it depends what you want if you want the girls' happy story of young love that it seems like you're going to get, you're in for a surprise. man in the moon is both quaint and dreamy and a harsh coming of age film a rather awkward combination? i liked the character of court though, i can see what girls watching this might be watching. and i loved that they had the courage to both let him hurt the younger sister most men would, most films wouldn't and get killed.7 10 on my pretty harsh ratings scale. for some reason i found jason london on a tractor funny.",positive
"from the opening dialog and scenes, i knew i knew i was in for a train wreck. didn't want to look, but couldn't turn away. if it weren't for the meer eye candy of this film, i would have given one star. the fact that the interaction between characters and relationship behavior were so far fetched, added by poor direction and horrible story make this movie nothing more than a low budget disaster. money is definitely not a necessity to make a good film. but this movie fails so horribly there was no chance to rebound.if you were stuck out in the woods, your childhood best friend dying from an unknown disease, other friends dying around you, stranded in a strange place, what would you do?a. run away from everyone and try your luck on your own. b. have sex with your friends girlfriend. c. take a hot bath to relax your sorrows to include shaving your legs. d. bash in the head your childhood best friend and life long crush with a shovel. e. all of the above.according to eli roth, none of these answers are that far fetched. in fact, all are plausible and well represented in cabin fever. the total lack of reality and illogical attempt at explaining what people would do in traumatic situations throws this film in the bonehead bin at your local rental store. stay away. stay far away.",negative
"this movie will tell you why amitabh bacchan is a one man industry. this movie will also tell you why indian movie goers are astute buyers.amitabh was at the peak of his domination of bollywood when his one time godfather prakash mehra decided to use his image yet again. prakash has the habit of picking themes and building stories out of it, adding liberal doses of bollywood sensibilities and cliche s to it. zanzeer saw the making of angry young man. lawaris was about being a bastard and namak halal was about the master servant loyalties. but then, the theme was limited to move the screenplay through the regulation three hours of song, dance and drama. what comprised of the movie is a caricature of a haryanavi who goes to mumbai and turns into a regulation hero. amitabh's vocal skills and diction saw this movie earn its big bucks, thanks to his flawless stock haryanvi accent. to me, this alone is the biggest pull in the movie. the rest all is typical bollywood screen writing.amitabh, by now, had to have some typical comedy scenes in each of his movies. thanks to manmohan desai. this movie had a good dose of them. the shoe caper in the party, the monologue over vijay merchant and vijay hazare's considerations, the mosquito challenge in the boardroom and the usual drunkard scene that by now has become a standard amitabh fare.shashi kapoor added an extra mile to the movie with his moody, finicky character remember him asking ranjeet to shaaadaaaap after the poisoned cake incident . his was the all important role of the master while amitabh was his loyal servant. but prakash mehra knew the indian mind...and so shashi had to carry along his act with the rest of the movie. it was one character that could have been more developed to make a serious movie. but this is a caper, remember? and as long as it stayed that way, the people came and saw amitabh wearing a new hat and went back home happy. the end is always predictable, and the good guys get the gal and the bad ones go to the gaol, the age old theme of loyalty is once again emphasized and all is well that ends well.so what is it that makes this movie a near classic? amitabh bacchan as the haryanvi. prakash mehra created yet another icon in the name of a story. chuck the story, the characters and the plot. my marks are for amitabh alone.",positive
